# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	U_converged             	epsilon_solver          	epsilon_initial         	epsilon_final           	epsilon_iters           	epsilon_converged       	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
3.3                     	smoothSolver	1.3449700000000000e-02	3.2569300000000001e-06	5	8.9991800000000007e-03	4.2071300000000003e-06	4	false	smoothSolver	2.4440799999999999e-02	9.4672699999999996e-06	35	true	smoothSolver	2.8400499999999999e-02	8.5961200000000003e-06	23	true	GAMG	1.3895400000000000e-02	1.1544700000000001e-03	1	true
3.305                   	smoothSolver	1.5535999999999999e-02	4.2109800000000003e-06	5	9.2142500000000002e-03	3.1955999999999999e-06	4	false	smoothSolver	2.2756100000000001e-02	9.7048200000000004e-06	34	true	smoothSolver	2.8352300000000000e-02	9.5382199999999993e-06	29	true	GAMG	3.3603699999999997e-01	2.7479400000000001e-02	1	true
3.31                    	smoothSolver	1.5014899999999999e-02	5.3624100000000004e-06	7	9.1443099999999992e-03	5.4871299999999999e-06	5	false	smoothSolver	2.4344299999999999e-02	9.5220999999999999e-06	35	true	smoothSolver	2.8304200000000002e-02	9.1728699999999995e-06	26	true	GAMG	1.4393899999999999e-02	4.1018700000000001e-04	2	true
3.315                   	smoothSolver	1.3665800000000001e-02	5.7547700000000000e-06	5	8.9985900000000008e-03	6.4914299999999998e-06	4	false	smoothSolver	2.3783599999999998e-02	9.3347900000000001e-06	35	true	smoothSolver	2.8257800000000000e-02	9.1952600000000005e-06	23	true	GAMG	1.3800500000000000e-02	1.1984299999999999e-03	1	true
3.32                    	smoothSolver	1.3415800000000000e-02	8.8831699999999995e-06	4	8.9422900000000003e-03	3.7241300000000000e-06	4	false	smoothSolver	2.2318200000000000e-02	9.6785700000000004e-06	34	true	smoothSolver	2.8210499999999999e-02	9.2583999999999993e-06	25	true	GAMG	1.3667000000000000e-02	1.0983799999999999e-03	1	true
3.325                   	smoothSolver	1.3351200000000001e-02	9.8533299999999997e-06	4	8.9263699999999994e-03	3.4523200000000001e-06	4	false	smoothSolver	2.3318999999999999e-02	9.2552700000000006e-06	35	true	smoothSolver	2.8164700000000001e-02	9.9136900000000006e-06	25	true	GAMG	1.3566800000000000e-02	1.1369900000000000e-03	1	true
3.33                    	smoothSolver	1.5430400000000000e-02	4.1038399999999998e-06	5	9.1151400000000007e-03	3.1097399999999999e-06	4	false	smoothSolver	2.3512399999999999e-02	9.3912799999999996e-06	35	true	smoothSolver	2.8118899999999999e-02	9.8981600000000001e-06	22	true	GAMG	3.4112700000000001e-01	2.7781400000000001e-02	1	true
3.335                   	smoothSolver	1.4982100000000000e-02	5.3985799999999997e-06	7	9.0782999999999992e-03	5.4168499999999996e-06	5	false	smoothSolver	2.3470999999999999e-02	9.4240600000000007e-06	35	true	smoothSolver	2.8073799999999999e-02	8.7921199999999998e-06	24	true	GAMG	1.3976199999999999e-02	4.0173500000000002e-04	2	true
3.34                    	smoothSolver	1.3626700000000000e-02	5.2232999999999996e-06	5	8.9289599999999997e-03	5.8075300000000003e-06	4	false	smoothSolver	2.3361699999999999e-02	9.4187500000000002e-06	35	true	smoothSolver	2.8029599999999998e-02	9.2845099999999996e-06	30	true	GAMG	1.3408200000000000e-02	1.1929200000000001e-03	1	true
3.345                   	smoothSolver	1.3418400000000000e-02	9.1332700000000007e-06	4	8.8872699999999992e-03	3.9195800000000000e-06	4	false	smoothSolver	2.4387200000000001e-02	9.8789300000000000e-06	35	true	smoothSolver	2.7985099999999999e-02	9.7898500000000008e-06	23	true	GAMG	1.3375400000000001e-02	1.0983500000000001e-03	1	true
3.35                    	smoothSolver	1.3338900000000001e-02	9.2017500000000005e-06	4	8.8642400000000007e-03	3.1522699999999999e-06	4	false	smoothSolver	2.2525799999999999e-02	9.1507800000000008e-06	35	true	smoothSolver	2.7941100000000000e-02	9.9796899999999997e-06	32	true	GAMG	1.3334700000000000e-02	1.1337900000000000e-03	1	true
3.355                   	smoothSolver	1.5386100000000000e-02	4.0551100000000002e-06	5	9.0329899999999994e-03	2.9127000000000001e-06	4	false	smoothSolver	2.3721200000000001e-02	9.6755999999999993e-06	35	true	smoothSolver	2.7897700000000001e-02	8.8702500000000003e-06	22	true	GAMG	3.4298200000000001e-01	2.7918200000000001e-02	1	true
3.36                    	smoothSolver	1.4946200000000000e-02	5.4019199999999996e-06	7	9.0112200000000003e-03	5.1864400000000003e-06	5	false	smoothSolver	2.4456599999999998e-02	9.9930900000000002e-06	35	true	smoothSolver	2.7855100000000001e-02	9.7744200000000005e-06	34	true	GAMG	1.3907700000000000e-02	4.0085799999999998e-04	2	true
3.365                   	smoothSolver	1.3621299999999999e-02	5.6297300000000001e-06	5	8.8734000000000000e-03	5.7902600000000000e-06	4	false	smoothSolver	2.4402299999999998e-02	9.1366500000000000e-06	36	true	smoothSolver	2.7812699999999999e-02	9.9848800000000002e-06	26	true	GAMG	1.3308499999999999e-02	1.1767399999999999e-03	1	true
3.37                    	smoothSolver	1.3387400000000001e-02	8.5632900000000008e-06	4	8.8258199999999998e-03	3.4870299999999998e-06	4	false	smoothSolver	2.2486599999999999e-02	9.2669799999999998e-06	35	true	smoothSolver	2.7770300000000001e-02	9.3636999999999998e-06	35	true	GAMG	1.3259600000000000e-02	1.0767400000000001e-03	1	true
3.375                   	smoothSolver	1.3353400000000000e-02	2.9618799999999998e-06	5	8.8175500000000004e-03	3.6162600000000002e-06	4	false	smoothSolver	2.3249499999999999e-02	9.6169100000000001e-06	35	true	smoothSolver	2.7729199999999999e-02	9.7697099999999997e-06	22	true	GAMG	1.3174000000000000e-02	1.1135699999999999e-03	1	true
3.38                    	smoothSolver	1.5324000000000001e-02	4.1955400000000002e-06	5	8.9581499999999998e-03	3.0104000000000000e-06	4	false	smoothSolver	2.2869299999999999e-02	9.5289299999999999e-06	35	true	smoothSolver	2.7687500000000000e-02	9.2091600000000004e-06	25	true	GAMG	3.3452999999999999e-01	2.7386299999999999e-02	1	true
3.385                   	smoothSolver	1.4847100000000000e-02	5.2753299999999997e-06	7	8.9271400000000001e-03	4.4110499999999999e-06	5	false	smoothSolver	2.2533999999999998e-02	9.4177800000000001e-06	35	true	smoothSolver	2.7647100000000001e-02	9.5124599999999997e-06	26	true	GAMG	1.3762500000000000e-02	3.8829799999999997e-04	2	true
3.39                    	smoothSolver	1.3658999999999999e-02	6.2716000000000002e-06	5	8.8241399999999994e-03	6.0045699999999997e-06	4	false	smoothSolver	2.2811999999999999e-02	9.5965899999999999e-06	35	true	smoothSolver	2.7605999999999999e-02	8.6647199999999999e-06	24	true	GAMG	1.3038500000000000e-02	1.1647500000000000e-03	1	true
3.395                   	smoothSolver	1.3420600000000000e-02	8.9239499999999995e-06	4	8.7650499999999999e-03	2.9360500000000000e-06	4	false	smoothSolver	2.3910100000000000e-02	9.2147100000000008e-06	36	true	smoothSolver	2.7567200000000000e-02	9.6585900000000003e-06	33	true	GAMG	1.2976300000000000e-02	1.0760800000000001e-03	1	true
3.4                     	smoothSolver	1.3410500000000001e-02	3.4545799999999998e-06	5	8.7697299999999999e-03	3.8705100000000003e-06	4	false	smoothSolver	2.4358000000000001e-02	9.4620399999999996e-06	36	true	smoothSolver	2.7526900000000000e-02	9.3843299999999996e-06	25	true	GAMG	1.2952900000000000e-02	1.1166500000000001e-03	1	true
3.405                   	smoothSolver	1.5272800000000000e-02	3.2000799999999999e-06	5	8.8847400000000003e-03	2.8670400000000001e-06	4	false	smoothSolver	2.1167300000000000e-02	9.8998999999999999e-06	34	true	smoothSolver	2.7488100000000001e-02	9.5118799999999998e-06	21	true	GAMG	3.2586599999999999e-01	2.6852000000000001e-02	1	true
3.41                    	smoothSolver	1.4857300000000000e-02	5.2959000000000004e-06	7	8.8520999999999999e-03	3.8286699999999999e-06	5	false	smoothSolver	2.1901799999999999e-02	9.4746999999999993e-06	35	true	smoothSolver	2.7448799999999999e-02	9.6513899999999998e-06	23	true	GAMG	1.3420899999999999e-02	3.6451099999999998e-04	2	true
3.415                   	smoothSolver	1.3686200000000001e-02	5.9447699999999998e-06	5	8.7680999999999992e-03	5.6664300000000001e-06	4	false	smoothSolver	2.3021900000000001e-02	9.1715500000000003e-06	36	true	smoothSolver	2.7410700000000000e-02	9.2427799999999993e-06	24	true	GAMG	1.2975000000000000e-02	1.1630000000000000e-03	1	true
3.42                    	smoothSolver	1.3453100000000001e-02	8.7158299999999992e-06	4	8.7155199999999992e-03	2.9866200000000000e-06	4	false	smoothSolver	2.3412100000000002e-02	9.4479199999999995e-06	36	true	smoothSolver	2.7372500000000001e-02	9.6060600000000000e-06	23	true	GAMG	1.2974500000000000e-02	1.0725999999999999e-03	1	true
3.425                   	smoothSolver	1.3421199999999999e-02	2.7300699999999999e-06	5	8.7132200000000007e-03	3.4517400000000002e-06	4	false	smoothSolver	2.2637600000000001e-02	9.2079399999999998e-06	36	true	smoothSolver	2.7335300000000000e-02	9.8860699999999997e-06	24	true	GAMG	1.2959399999999999e-02	1.1107300000000001e-03	1	true
3.43                    	smoothSolver	1.5405200000000001e-02	3.9622799999999996e-06	5	8.8127099999999996e-03	2.8813900000000002e-06	4	false	smoothSolver	2.3011100000000000e-02	9.4846000000000006e-06	36	true	smoothSolver	2.7297600000000002e-02	9.6725900000000005e-06	23	true	GAMG	3.3297199999999999e-01	2.7224900000000000e-02	1	true
3.435                   	smoothSolver	1.4932100000000000e-02	5.3638299999999998e-06	7	8.8021499999999999e-03	3.8514400000000003e-06	5	false	smoothSolver	2.2514699999999999e-02	9.3659499999999997e-06	36	true	smoothSolver	2.7261299999999999e-02	9.6758899999999993e-06	27	true	GAMG	1.3461600000000001e-02	1.3439900000000000e-03	1	true
3.44                    	smoothSolver	1.4009600000000001e-02	5.1693800000000003e-06	6	8.7431399999999999e-03	7.1537800000000003e-06	4	false	smoothSolver	2.1891999999999998e-02	9.2202200000000000e-06	36	true	smoothSolver	2.7223899999999999e-02	9.6067999999999992e-06	26	true	GAMG	1.3149800000000000e-02	1.2173300000000000e-03	1	true
3.445                   	smoothSolver	1.3601900000000000e-02	3.7099599999999998e-06	5	8.6877199999999995e-03	4.2738399999999999e-06	4	false	smoothSolver	2.3121599999999999e-02	9.8356600000000003e-06	36	true	smoothSolver	2.7188899999999998e-02	9.2482299999999994e-06	22	true	GAMG	1.2870700000000001e-02	1.0591800000000001e-03	1	true
3.45                    	smoothSolver	1.3517500000000000e-02	2.9304299999999999e-06	5	8.6659900000000002e-03	3.4635800000000000e-06	4	false	smoothSolver	2.1581900000000001e-02	9.2872600000000006e-06	36	true	smoothSolver	2.7152500000000000e-02	9.7487399999999998e-06	26	true	GAMG	1.2775900000000000e-02	1.1323900000000000e-03	1	true
3.455                   	smoothSolver	1.5568400000000000e-02	3.8968399999999999e-06	5	8.7328600000000003e-03	2.7471400000000002e-06	4	false	smoothSolver	2.1732700000000001e-02	9.4376200000000006e-06	36	true	smoothSolver	2.7118000000000000e-02	9.3151500000000001e-06	26	true	GAMG	3.4280100000000002e-01	2.7771199999999999e-02	1	true
3.46                    	smoothSolver	1.5059599999999999e-02	5.4349600000000002e-06	7	8.7550600000000003e-03	3.8676500000000001e-06	5	false	smoothSolver	2.3188400000000001e-02	9.3107000000000005e-06	37	true	smoothSolver	2.7082100000000001e-02	9.2977499999999992e-06	28	true	GAMG	1.3179400000000001e-02	3.6078100000000001e-04	2	true
3.465                   	smoothSolver	1.3821999999999999e-02	4.9283599999999999e-06	5	8.6593699999999996e-03	4.7512999999999997e-06	4	false	smoothSolver	2.3129199999999999e-02	9.3475199999999996e-06	37	true	smoothSolver	2.7047900000000000e-02	9.5089899999999992e-06	26	true	GAMG	1.2887100000000000e-02	1.1673300000000001e-03	1	true
3.47                    	smoothSolver	1.3639999999999999e-02	8.7804300000000002e-06	4	8.6263699999999995e-03	3.2446900000000002e-06	4	false	smoothSolver	2.1798700000000001e-02	9.6833799999999998e-06	36	true	smoothSolver	2.7012700000000001e-02	9.3724899999999998e-06	30	true	GAMG	1.2940200000000001e-02	1.0755400000000000e-03	1	true
3.475                   	smoothSolver	1.3610100000000000e-02	2.5732499999999999e-06	5	8.6167299999999995e-03	3.1774799999999999e-06	4	false	smoothSolver	2.1106799999999998e-02	9.4077100000000004e-06	36	true	smoothSolver	2.6978900000000000e-02	9.3584500000000002e-06	28	true	GAMG	1.2935800000000001e-02	1.1169200000000000e-03	1	true
3.48                    	smoothSolver	1.5511799999999999e-02	3.9647899999999999e-06	5	8.6723700000000004e-03	2.7700900000000001e-06	4	false	smoothSolver	2.2300500000000001e-02	9.9830499999999992e-06	36	true	smoothSolver	2.6944400000000000e-02	9.8534699999999994e-06	28	true	GAMG	3.3125500000000002e-01	2.6972900000000001e-02	1	true
3.485                   	smoothSolver	1.5100600000000000e-02	5.3578200000000003e-06	7	8.6871899999999991e-03	8.8124399999999999e-06	4	false	smoothSolver	2.2400099999999999e-02	9.2231399999999992e-06	37	true	smoothSolver	2.6911200000000000e-02	9.2094300000000007e-06	27	true	GAMG	1.3155300000000000e-02	3.4400499999999998e-04	2	true
3.49                    	smoothSolver	1.3966700000000000e-02	5.5554999999999996e-06	5	8.6175200000000000e-03	4.8620000000000002e-06	4	false	smoothSolver	2.2484400000000002e-02	9.2801900000000007e-06	37	true	smoothSolver	2.6877399999999999e-02	9.8279400000000006e-06	34	true	GAMG	1.2814200000000000e-02	1.1652800000000001e-03	1	true
3.495                   	smoothSolver	1.3776200000000001e-02	9.1044599999999996e-06	4	8.5762800000000004e-03	2.8053699999999999e-06	4	false	smoothSolver	2.1471299999999999e-02	9.7083399999999993e-06	36	true	smoothSolver	2.6844799999999999e-02	8.9982600000000005e-06	23	true	GAMG	1.2786300000000000e-02	1.0841500000000001e-03	1	true
3.5                     	smoothSolver	1.3775500000000000e-02	3.1698600000000001e-06	5	8.5773299999999993e-03	3.4025900000000000e-06	4	false	smoothSolver	2.2900500000000001e-02	9.5083000000000001e-06	37	true	smoothSolver	2.6811600000000001e-02	9.8357499999999998e-06	24	true	GAMG	1.2867200000000001e-02	1.1228500000000001e-03	1	true
3.505                   	smoothSolver	1.5470800000000000e-02	3.1980000000000001e-06	5	8.6162800000000005e-03	2.8663000000000000e-06	4	false	smoothSolver	2.2254099999999999e-02	9.2479399999999994e-06	37	true	smoothSolver	2.6779899999999999e-02	8.9379100000000003e-06	24	true	GAMG	3.1918200000000002e-01	2.6225200000000001e-02	1	true
3.51                    	smoothSolver	1.5233500000000001e-02	5.4598300000000002e-06	7	8.6316599999999993e-03	7.9678000000000002e-06	4	false	smoothSolver	2.1518099999999998e-02	9.7657700000000002e-06	36	true	smoothSolver	2.6747900000000002e-02	9.8452300000000006e-06	33	true	GAMG	1.3171700000000000e-02	1.3010900000000000e-03	1	true
3.515                   	smoothSolver	1.4390999999999999e-02	5.2347900000000004e-06	6	8.5975300000000008e-03	6.2496399999999997e-06	4	false	smoothSolver	2.2540200000000000e-02	9.3908800000000005e-06	37	true	smoothSolver	2.6716500000000001e-02	9.7753200000000008e-06	26	true	GAMG	1.3316700000000001e-02	1.2129599999999999e-03	1	true
3.52                    	smoothSolver	1.3972000000000000e-02	2.7237799999999999e-06	5	8.5455500000000007e-03	3.5060200000000001e-06	4	false	smoothSolver	2.3334299999999999e-02	9.7371099999999993e-06	37	true	smoothSolver	2.6684900000000001e-02	9.5480799999999996e-06	24	true	GAMG	1.3129800000000000e-02	1.0782999999999999e-03	1	true
3.525                   	smoothSolver	1.3963300000000000e-02	3.3832699999999999e-06	5	8.5368000000000006e-03	3.4453800000000000e-06	4	false	smoothSolver	2.2282699999999999e-02	9.3120699999999998e-06	37	true	smoothSolver	2.6654299999999999e-02	9.3852800000000000e-06	30	true	GAMG	1.3074700000000000e-02	1.1410999999999999e-03	1	true
3.53                    	smoothSolver	1.5751200000000000e-02	3.9598499999999999e-06	5	8.5562199999999998e-03	2.6596500000000000e-06	4	false	smoothSolver	2.0375899999999999e-02	9.2835899999999997e-06	36	true	smoothSolver	2.6623299999999999e-02	8.9692799999999993e-06	26	true	GAMG	3.3838600000000002e-01	2.7167600000000000e-02	1	true
3.535                   	smoothSolver	1.5446800000000000e-02	5.2921900000000001e-06	7	8.5881199999999994e-03	7.7623300000000006e-06	4	false	smoothSolver	2.1999800000000000e-02	9.2196799999999995e-06	37	true	smoothSolver	2.6592700000000000e-02	9.3260700000000000e-06	32	true	GAMG	1.3224900000000000e-02	1.3113999999999999e-03	1	true
3.54                    	smoothSolver	1.4605999999999999e-02	4.9166200000000002e-06	6	8.5489199999999998e-03	5.7027599999999996e-06	4	false	smoothSolver	2.3140500000000001e-02	9.7013199999999995e-06	37	true	smoothSolver	2.6562400000000000e-02	9.1134800000000004e-06	26	true	GAMG	1.3348199999999999e-02	1.2272299999999999e-03	1	true
3.545                   	smoothSolver	1.4234000000000000e-02	2.9348299999999998e-06	5	8.5069099999999995e-03	3.5567199999999999e-06	4	false	smoothSolver	2.0486999999999998e-02	9.3953800000000002e-06	36	true	smoothSolver	2.6532199999999999e-02	9.6639599999999999e-06	31	true	GAMG	1.3285200000000000e-02	1.0961400000000000e-03	1	true
3.55                    	smoothSolver	1.4229500000000001e-02	3.3738000000000002e-06	5	8.4961299999999993e-03	3.3428699999999998e-06	4	false	smoothSolver	2.1456800000000002e-02	9.8517600000000000e-06	36	true	smoothSolver	2.6502600000000001e-02	9.8768000000000000e-06	30	true	GAMG	1.3336100000000000e-02	1.1625400000000001e-03	1	true
3.555                   	smoothSolver	1.5748999999999999e-02	3.8168499999999997e-06	5	8.4916000000000002e-03	2.6304200000000000e-06	4	false	smoothSolver	2.2158000000000001e-02	9.4031600000000006e-06	37	true	smoothSolver	2.6472800000000001e-02	9.2769200000000006e-06	23	true	GAMG	3.3082800000000001e-01	2.6535799999999998e-02	1	true
3.56                    	smoothSolver	1.5681299999999999e-02	5.2805900000000000e-06	7	8.5363100000000001e-03	6.9000199999999997e-06	4	false	smoothSolver	2.0911200000000001e-02	9.6972999999999995e-06	36	true	smoothSolver	2.6443399999999999e-02	9.5638499999999999e-06	27	true	GAMG	1.3303000000000001e-02	1.3187500000000000e-03	1	true
3.565                   	smoothSolver	1.4922400000000001e-02	5.0392500000000001e-06	6	8.5079400000000003e-03	5.5190300000000004e-06	4	false	smoothSolver	2.2413499999999999e-02	9.6212599999999994e-06	37	true	smoothSolver	2.6414300000000002e-02	9.6437799999999993e-06	27	true	GAMG	1.3608100000000000e-02	1.2449200000000001e-03	1	true
3.57                    	smoothSolver	1.4538199999999999e-02	2.3036799999999999e-06	5	8.4643199999999991e-03	3.2495300000000000e-06	4	false	smoothSolver	2.2555200000000001e-02	9.7147399999999998e-06	37	true	smoothSolver	2.6385700000000002e-02	9.9130300000000002e-06	23	true	GAMG	1.3482100000000000e-02	1.1242299999999999e-03	1	true
