# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	U_converged             	epsilon_solver          	epsilon_initial         	epsilon_final           	epsilon_iters           	epsilon_converged       	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
4.965                   	smoothSolver	6.8031899999999998e-03	4.4965200000000001e-05	1000	7.4553900000000001e-03	2.2848300000000001e-06	4	false	smoothSolver	1.8395999999999999e-02	9.4353900000000005e-06	43	true	smoothSolver	2.3040900000000000e-02	9.4811699999999996e-06	38	true	GAMG	7.0087900000000000e-03	6.7182099999999996e-04	1	true
4.97                    	smoothSolver	6.7127999999999997e-03	4.5374999999999998e-05	1000	7.4533200000000003e-03	2.2635200000000001e-06	4	false	smoothSolver	1.8948099999999999e-02	9.7532300000000005e-06	43	true	smoothSolver	2.3036700000000000e-02	9.7237100000000005e-06	26	true	GAMG	6.9060700000000003e-03	5.6634100000000004e-04	1	true
4.975                   	smoothSolver	6.6936100000000000e-03	4.5623600000000001e-05	1000	7.4515700000000002e-03	2.2623100000000002e-06	4	false	smoothSolver	1.6373200000000001e-02	9.6427899999999995e-06	41	true	smoothSolver	2.3032299999999999e-02	9.6848900000000004e-06	24	true	GAMG	6.8516300000000000e-03	6.0987100000000000e-04	1	true
4.98                    	smoothSolver	9.9300599999999992e-03	4.6983800000000002e-05	1000	7.4500399999999998e-03	2.2748600000000002e-06	4	false	smoothSolver	1.7389800000000000e-02	9.5765299999999993e-06	42	true	smoothSolver	2.3028400000000001e-02	9.8730000000000002e-06	32	true	GAMG	4.1624200000000000e-01	3.7645100000000001e-02	1	true
4.985                   	smoothSolver	8.1648799999999994e-03	4.9655299999999999e-05	1000	7.4496099999999997e-03	2.3569400000000001e-06	4	false	smoothSolver	1.8569900000000000e-02	9.5413199999999993e-06	43	true	smoothSolver	2.3023900000000000e-02	9.8797100000000003e-06	29	true	GAMG	1.0724700000000000e-02	4.6263800000000002e-04	2	true
4.99                    	smoothSolver	6.8982899999999996e-03	4.9323200000000002e-05	1000	7.4468399999999997e-03	2.2884899999999999e-06	4	false	smoothSolver	1.8475800000000001e-02	9.4862499999999992e-06	43	true	smoothSolver	2.3019499999999998e-02	9.4756499999999996e-06	39	true	GAMG	7.1846200000000001e-03	7.0649600000000003e-04	1	true
4.995                   	smoothSolver	6.8097100000000001e-03	5.2551500000000000e-05	1000	7.4447500000000000e-03	2.2649499999999998e-06	4	false	smoothSolver	1.6324300000000000e-02	9.6020700000000004e-06	41	true	smoothSolver	2.3015200000000000e-02	9.8125100000000003e-06	39	true	GAMG	7.0365599999999999e-03	5.8200000000000005e-04	1	true
5                       	smoothSolver	6.7973000000000000e-03	4.5798699999999999e-05	1000	7.4429700000000001e-03	2.2594700000000002e-06	4	false	smoothSolver	1.6991400000000000e-02	9.9709300000000001e-06	41	true	smoothSolver	2.3011199999999999e-02	9.7591699999999993e-06	39	true	GAMG	6.9686799999999997e-03	6.1755299999999996e-04	1	true
5.005                   	smoothSolver	9.9997100000000005e-01	8.3754199999999997e-03	1000	9.9990400000000002e-01	2.9566199999999999e-07	6	false	smoothSolver	1.8109699999999999e-02	9.9228700000000008e-06	42	true	smoothSolver	2.3006900000000000e-02	9.7012499999999997e-06	38	true	GAMG	8.9705199999999996e-01	7.8894400000000003e-02	1	true
5.01                    	smoothSolver	4.3933800000000001e-01	1.4863800000000000e-02	1000	8.2530000000000003e-01	8.2308700000000007e-06	13	false	smoothSolver	1.8518699999999999e-02	9.4655900000000006e-06	43	true	smoothSolver	2.3002700000000001e-02	9.4955999999999993e-06	30	true	GAMG	6.2941899999999995e-01	2.3323500000000000e-02	2	true
5.015                   	smoothSolver	1.1269100000000000e-01	1.7474400000000001e-02	1000	4.1289100000000001e-01	8.0389700000000000e-06	13	false	smoothSolver	1.6901699999999999e-02	9.8752500000000000e-06	41	true	smoothSolver	2.2998299999999999e-02	9.8532000000000008e-06	23	true	GAMG	1.4149500000000001e-01	1.0269199999999999e-02	2	true
5.02                    	smoothSolver	6.6822300000000001e-02	1.8922499999999998e-02	1000	1.6546700000000000e-01	6.2179899999999997e-06	12	false	smoothSolver	1.6966999999999999e-02	9.9218500000000006e-06	41	true	smoothSolver	2.2994199999999999e-02	9.9021199999999993e-06	33	true	GAMG	1.1403800000000000e-01	9.9754100000000005e-03	1	true
5.025                   	smoothSolver	5.1901000000000003e-02	1.7087700000000001e-02	1000	1.4430699999999999e-01	6.6212500000000003e-06	12	false	smoothSolver	1.7499000000000001e-02	9.5418799999999995e-06	42	true	smoothSolver	2.2989699999999998e-02	9.4337200000000005e-06	38	true	GAMG	1.0146500000000000e-01	7.6707199999999998e-03	1	true
5.03                    	smoothSolver	4.1826700000000001e-02	1.5558000000000001e-02	1000	1.1703200000000000e-01	4.7127200000000003e-06	12	false	smoothSolver	1.8413800000000001e-02	9.3951099999999999e-06	43	true	smoothSolver	2.2986199999999998e-02	9.2462600000000005e-06	25	true	GAMG	1.4140700000000000e-01	9.8978000000000000e-03	1	true
5.035                   	smoothSolver	4.0687599999999997e-02	1.5294200000000001e-02	1000	1.1462000000000000e-01	5.0547799999999997e-06	12	false	smoothSolver	1.7828100000000000e-02	9.7121999999999999e-06	42	true	smoothSolver	2.2981499999999998e-02	9.6675399999999996e-06	34	true	GAMG	1.1968700000000000e-01	8.6286300000000000e-03	1	true
5.04                    	smoothSolver	3.9129600000000000e-02	1.6152099999999999e-02	1000	9.4921400000000003e-02	5.1841799999999997e-06	12	false	smoothSolver	1.8313500000000000e-02	9.3747899999999997e-06	43	true	smoothSolver	2.2977999999999998e-02	8.9439799999999997e-06	22	true	GAMG	1.1045400000000000e-01	7.3466900000000003e-03	1	true
5.045                   	smoothSolver	4.3323899999999999e-02	1.6194900000000002e-02	1000	9.6464999999999995e-02	9.1579099999999999e-06	11	false	smoothSolver	1.6099800000000001e-02	9.4148599999999992e-06	41	true	smoothSolver	2.2973799999999999e-02	9.4364300000000004e-06	35	true	GAMG	1.1228700000000000e-01	9.3091000000000007e-03	1	true
5.05                    	smoothSolver	4.1270700000000000e-02	1.6358800000000000e-02	1000	9.1889600000000002e-02	4.2730700000000002e-06	12	false	smoothSolver	1.6772700000000001e-02	9.8783100000000006e-06	41	true	smoothSolver	2.2970399999999998e-02	9.5361100000000008e-06	39	true	GAMG	1.1530400000000000e-01	8.4262499999999997e-03	1	true
5.055                   	smoothSolver	4.3715700000000003e-02	1.6357199999999999e-02	1000	7.7628400000000000e-02	8.2206299999999993e-06	11	false	smoothSolver	1.7848599999999999e-02	9.8029099999999996e-06	42	true	smoothSolver	2.2966000000000000e-02	9.7435700000000006e-06	38	true	GAMG	4.1381899999999999e-01	3.5031100000000003e-02	1	true
5.06                    	smoothSolver	3.7959000000000000e-02	1.5934400000000001e-02	1000	7.6653799999999994e-02	4.4511100000000003e-06	12	false	smoothSolver	1.7436400000000001e-02	9.6270600000000003e-06	42	true	smoothSolver	2.2962500000000000e-02	9.8171199999999993e-06	24	true	GAMG	1.0944100000000000e-01	8.0578799999999999e-03	1	true
5.065                   	smoothSolver	4.0684499999999998e-02	1.7341700000000002e-02	1000	7.6577900000000004e-02	7.7600700000000001e-06	11	false	smoothSolver	1.7855500000000000e-02	9.8473100000000004e-06	42	true	smoothSolver	2.2958200000000002e-02	9.6940999999999992e-06	29	true	GAMG	1.2695600000000001e-01	9.8595899999999997e-03	1	true
5.07                    	smoothSolver	4.1550999999999998e-02	1.8994600000000000e-02	1000	7.1328799999999998e-02	8.0931700000000003e-06	11	false	smoothSolver	1.7208800000000000e-02	9.5678500000000002e-06	42	true	smoothSolver	2.2954800000000001e-02	9.6622899999999999e-06	39	true	GAMG	1.1109900000000000e-01	8.7653100000000001e-03	1	true
5.075                   	smoothSolver	4.3285700000000003e-02	1.8544800000000000e-02	1000	7.5036300000000000e-02	9.0442900000000001e-06	11	false	smoothSolver	1.7780000000000001e-02	9.9199100000000004e-06	42	true	smoothSolver	2.2950399999999999e-02	9.7440399999999996e-06	38	true	GAMG	1.2377600000000000e-01	1.0151800000000001e-02	1	true
5.08                    	smoothSolver	4.3727000000000002e-02	1.8995100000000001e-02	1000	7.8728400000000004e-02	4.2853399999999997e-06	12	false	smoothSolver	1.7825400000000002e-02	9.3998499999999995e-06	43	true	smoothSolver	2.2946899999999999e-02	9.0234599999999998e-06	24	true	GAMG	1.2968199999999999e-01	9.7304200000000000e-03	1	true
5.085                   	smoothSolver	4.8201300000000002e-02	1.8671100000000000e-02	1000	5.3216699999999999e-02	7.3232100000000003e-06	11	false	smoothSolver	1.6922000000000000e-02	9.5929999999999995e-06	42	true	smoothSolver	2.2942600000000000e-02	9.8950799999999998e-06	29	true	GAMG	1.2826000000000001e-01	9.0606300000000001e-03	1	true
5.09                    	smoothSolver	4.4713400000000000e-02	1.9802100000000000e-02	1000	5.7026599999999997e-02	8.0232600000000005e-06	11	false	smoothSolver	1.7578099999999999e-02	9.4063899999999996e-06	43	true	smoothSolver	2.2939299999999999e-02	9.8231099999999999e-06	37	true	GAMG	1.3427400000000000e-01	1.0381300000000000e-02	1	true
5.095                   	smoothSolver	4.7364799999999999e-02	1.8771400000000001e-02	1000	4.8388000000000000e-02	6.5926100000000001e-06	11	false	smoothSolver	1.7213800000000001e-02	9.8655299999999994e-06	42	true	smoothSolver	2.2934800000000002e-02	9.8791800000000005e-06	35	true	GAMG	1.2527900000000000e-01	1.0228900000000001e-02	1	true
5.1                     	smoothSolver	4.2277799999999997e-02	1.9258999999999998e-02	1000	4.8137699999999999e-02	6.7992799999999997e-06	11	false	smoothSolver	1.7389200000000000e-02	9.3957799999999993e-06	43	true	smoothSolver	2.2931699999999999e-02	9.4578600000000003e-06	32	true	GAMG	1.1825700000000000e-01	8.6223800000000007e-03	1	true
5.105                   	smoothSolver	4.7126899999999999e-02	1.9012700000000000e-02	1000	4.8910299999999997e-02	6.3735600000000000e-06	11	false	smoothSolver	1.6764700000000000e-02	9.6716700000000005e-06	42	true	smoothSolver	2.2927599999999999e-02	9.2944599999999994e-06	26	true	GAMG	5.0708900000000001e-01	4.0367699999999999e-02	1	true
5.11                    	smoothSolver	4.5717000000000001e-02	1.9457900000000000e-02	1000	4.4181400000000003e-02	6.4098099999999999e-06	11	false	smoothSolver	1.8288800000000001e-02	9.9357599999999995e-06	43	true	smoothSolver	2.2924099999999999e-02	9.5122500000000003e-06	26	true	GAMG	1.2906400000000001e-01	7.4026099999999996e-03	1	true
5.115                   	smoothSolver	4.4286699999999998e-02	2.1105200000000001e-02	1000	4.4559900000000000e-02	6.0610400000000003e-06	11	false	smoothSolver	1.6278200000000000e-02	9.4120599999999998e-06	42	true	smoothSolver	2.2920400000000000e-02	9.3606100000000005e-06	29	true	GAMG	1.2653500000000001e-01	8.3572000000000004e-03	1	true
5.12                    	smoothSolver	4.6874300000000001e-02	2.1454600000000001e-02	1000	3.7971900000000003e-02	5.0171300000000002e-06	11	false	smoothSolver	1.6962499999999998e-02	9.8671700000000006e-06	42	true	smoothSolver	2.2916599999999999e-02	9.7770400000000008e-06	38	true	GAMG	1.3478100000000001e-01	7.6947200000000004e-03	1	true
5.125                   	smoothSolver	4.6195199999999999e-02	2.0030200000000001e-02	1000	4.1006000000000001e-02	5.1963499999999998e-06	11	false	smoothSolver	1.7304000000000000e-02	9.3692500000000001e-06	43	true	smoothSolver	2.2912800000000001e-02	9.7600800000000002e-06	25	true	GAMG	1.2626299999999999e-01	9.0376499999999995e-03	1	true
5.13                    	smoothSolver	4.9287800000000000e-02	2.4359499999999999e-02	1000	3.7032099999999998e-02	4.7371400000000002e-06	11	false	smoothSolver	1.7866300000000002e-02	9.7336999999999997e-06	43	true	smoothSolver	2.2908999999999999e-02	9.8938599999999992e-06	33	true	GAMG	1.7745100000000000e-01	1.3227200000000000e-02	1	true
5.135                   	smoothSolver	4.6075900000000003e-02	2.3236199999999999e-02	1000	3.4428000000000000e-02	5.8204999999999996e-06	11	false	smoothSolver	1.8022199999999999e-02	9.7777100000000003e-06	43	true	smoothSolver	2.2905399999999999e-02	9.5701000000000001e-06	34	true	GAMG	1.2984399999999999e-01	1.0006100000000000e-02	1	true
5.14                    	smoothSolver	4.5660300000000001e-02	2.3480299999999999e-02	1000	3.6578100000000002e-02	4.9124099999999996e-06	11	false	smoothSolver	1.6671600000000002e-02	9.6894700000000006e-06	42	true	smoothSolver	2.2901800000000000e-02	9.8907800000000005e-06	26	true	GAMG	1.2841600000000000e-01	9.5278900000000007e-03	1	true
5.145                   	smoothSolver	4.6561199999999997e-02	2.1764200000000001e-02	1000	3.2514800000000003e-02	4.7361000000000003e-06	11	false	smoothSolver	1.7243999999999999e-02	9.9674099999999995e-06	42	true	smoothSolver	2.2898100000000001e-02	9.4824299999999996e-06	29	true	GAMG	1.2774800000000000e-01	9.4492099999999996e-03	1	true
5.15                    	smoothSolver	4.8309900000000003e-02	2.1851099999999998e-02	1000	3.6175499999999999e-02	5.1265500000000001e-06	11	false	smoothSolver	1.7025400000000000e-02	9.8444800000000007e-06	42	true	smoothSolver	2.2894700000000000e-02	9.9660799999999996e-06	36	true	GAMG	1.3949600000000001e-01	8.5629599999999997e-03	1	true
5.155                   	smoothSolver	4.5246099999999997e-02	2.2719400000000001e-02	1000	3.5979999999999998e-02	4.5745699999999998e-06	11	false	smoothSolver	1.7797799999999999e-02	9.6220000000000004e-06	43	true	smoothSolver	2.2890799999999999e-02	9.7591199999999992e-06	24	true	GAMG	1.5589000000000000e-01	1.1366899999999999e-02	1	true
5.16                    	smoothSolver	4.5362100000000002e-02	2.3547900000000000e-02	1000	3.8160100000000002e-02	5.0549300000000001e-06	11	false	smoothSolver	1.6716900000000000e-02	9.6905100000000005e-06	42	true	smoothSolver	2.2887600000000001e-02	9.5481299999999997e-06	36	true	GAMG	1.2457500000000001e-01	8.2441500000000004e-03	1	true
5.165                   	smoothSolver	5.1216400000000002e-02	2.4897499999999999e-02	1000	3.7094700000000001e-02	9.8995500000000008e-06	10	false	smoothSolver	1.7940200000000000e-02	9.7487500000000005e-06	43	true	smoothSolver	2.2884200000000000e-02	9.6650800000000003e-06	25	true	GAMG	1.3382700000000000e-01	9.1607100000000007e-03	1	true
5.17                    	smoothSolver	5.4237199999999999e-02	2.4061800000000001e-02	1000	3.5720700000000001e-02	4.7693700000000000e-06	11	false	smoothSolver	1.7343500000000001e-02	9.4328200000000003e-06	43	true	smoothSolver	2.2880299999999999e-02	9.4108499999999999e-06	37	true	GAMG	1.3571900000000001e-01	1.1757200000000001e-02	1	true
5.175                   	smoothSolver	5.0251100000000000e-02	2.3263300000000001e-02	1000	3.5079500000000000e-02	4.7806600000000004e-06	11	false	smoothSolver	1.7248699999999999e-02	9.4022699999999993e-06	43	true	smoothSolver	2.2877000000000002e-02	9.9087799999999993e-06	38	true	GAMG	1.2819000000000000e-01	8.6316899999999992e-03	1	true
5.18                    	smoothSolver	4.8044900000000001e-02	2.3782100000000000e-02	1000	3.0733799999999999e-02	9.0030000000000000e-06	10	false	smoothSolver	1.7252099999999999e-02	9.3859799999999999e-06	43	true	smoothSolver	2.2873700000000000e-02	9.3677899999999996e-06	25	true	GAMG	1.5364000000000000e-01	1.1081199999999999e-02	1	true
5.185                   	smoothSolver	5.0840299999999998e-02	2.4064499999999999e-02	1000	2.9610399999999999e-02	8.9313399999999998e-06	10	false	smoothSolver	1.7795900000000000e-02	9.6691500000000004e-06	43	true	smoothSolver	2.2869899999999999e-02	9.8175700000000003e-06	30	true	GAMG	1.3368700000000000e-01	8.2541999999999997e-03	1	true
5.19                    	smoothSolver	5.0136899999999998e-02	2.4540099999999999e-02	1000	2.8607600000000000e-02	8.5540100000000005e-06	10	false	smoothSolver	1.7347100000000001e-02	9.3799699999999996e-06	43	true	smoothSolver	2.2866700000000000e-02	9.8994299999999992e-06	23	true	GAMG	1.3135700000000000e-01	1.0542500000000000e-02	1	true
5.195                   	smoothSolver	5.3760700000000002e-02	2.4334100000000001e-02	1000	2.8440000000000000e-02	8.8680500000000006e-06	10	false	smoothSolver	1.6883499999999999e-02	9.7214399999999992e-06	42	true	smoothSolver	2.2863200000000000e-02	9.7480799999999993e-06	32	true	GAMG	1.3735000000000000e-01	8.5210500000000005e-03	1	true
5.2                     	smoothSolver	5.2911399999999997e-02	2.3597000000000000e-02	1000	2.8580399999999999e-02	8.1060600000000008e-06	10	false	smoothSolver	1.7830100000000002e-02	9.5597799999999998e-06	43	true	smoothSolver	2.2859800000000000e-02	9.1934099999999998e-06	24	true	GAMG	1.4045299999999999e-01	9.8650500000000002e-03	1	true
5.205                   	smoothSolver	5.4300899999999999e-02	2.3955500000000001e-02	1000	3.0634399999999999e-02	7.2283800000000004e-06	10	false	smoothSolver	1.6681600000000001e-02	9.5213699999999996e-06	42	true	smoothSolver	2.2856800000000000e-02	9.6623700000000005e-06	42	true	GAMG	3.8803100000000001e-01	2.7816600000000000e-02	1	true
5.21                    	smoothSolver	5.6376000000000002e-02	2.5545900000000000e-02	1000	2.5879200000000002e-02	7.5755400000000000e-06	10	false	smoothSolver	1.7191900000000000e-02	9.8162799999999998e-06	42	true	smoothSolver	2.2853499999999999e-02	9.9390400000000003e-06	26	true	GAMG	1.2626000000000001e-01	1.0730600000000000e-02	1	true
5.215                   	smoothSolver	5.3641399999999999e-02	2.4322900000000001e-02	1000	2.5535700000000001e-02	8.1388400000000002e-06	10	false	smoothSolver	1.6896399999999999e-02	9.6315999999999994e-06	42	true	smoothSolver	2.2849999999999999e-02	9.6647000000000008e-06	43	true	GAMG	1.3195200000000001e-01	9.9668499999999993e-03	1	true
5.22                    	smoothSolver	5.4265700000000000e-02	2.5174800000000001e-02	1000	2.5811899999999999e-02	9.0339600000000008e-06	10	false	smoothSolver	1.7315600000000000e-02	9.9241399999999998e-06	42	true	smoothSolver	2.2847099999999999e-02	9.8153000000000007e-06	37	true	GAMG	1.3542000000000001e-01	8.3504700000000005e-03	1	true
5.225                   	smoothSolver	5.8058800000000001e-02	2.5422000000000000e-02	1000	2.8775700000000001e-02	5.2464200000000000e-06	11	false	smoothSolver	1.8259200000000000e-02	9.8346799999999995e-06	43	true	smoothSolver	2.2843400000000000e-02	9.6466500000000002e-06	42	true	GAMG	1.5639200000000000e-01	1.1629799999999999e-02	1	true
5.23                    	smoothSolver	5.9770600000000000e-02	2.6867400000000000e-02	1000	2.7171700000000000e-02	7.7883100000000003e-06	10	false	smoothSolver	1.6758499999999999e-02	9.7276699999999996e-06	42	true	smoothSolver	2.2840400000000000e-02	9.9553499999999995e-06	24	true	GAMG	1.5696499999999999e-01	1.1754799999999999e-02	1	true
5.235                   	smoothSolver	5.7336300000000000e-02	2.7844500000000001e-02	1000	2.7814100000000001e-02	9.2936800000000008e-06	10	false	smoothSolver	1.6850100000000000e-02	9.8421099999999992e-06	42	true	smoothSolver	2.2836800000000001e-02	9.9078199999999999e-06	36	true	GAMG	1.4319899999999999e-01	1.1231600000000000e-02	1	true
5.24                    	smoothSolver	6.0358599999999998e-02	2.6922300000000000e-02	1000	2.3697599999999999e-02	7.8744700000000002e-06	10	false	smoothSolver	1.8071000000000000e-02	9.9388900000000000e-06	43	true	smoothSolver	2.2834000000000000e-02	9.5146899999999999e-06	23	true	GAMG	1.4876300000000001e-01	1.1493400000000001e-02	1	true
5.245                   	smoothSolver	6.4848100000000006e-02	2.9088699999999999e-02	1000	2.7231499999999999e-02	8.5004200000000005e-06	10	false	smoothSolver	1.6181800000000000e-02	9.5704599999999998e-06	42	true	smoothSolver	2.2830000000000000e-02	9.8595200000000008e-06	36	true	GAMG	1.6672300000000001e-01	1.1224600000000000e-02	1	true
5.25                    	smoothSolver	6.3914100000000001e-02	2.6115400000000000e-02	1000	2.3815699999999999e-02	7.3331799999999998e-06	10	false	smoothSolver	1.6658200000000001e-02	9.9117500000000004e-06	42	true	smoothSolver	2.2827199999999999e-02	9.6762500000000007e-06	21	true	GAMG	1.4556800000000000e-01	1.0657099999999999e-02	1	true
5.255                   	smoothSolver	6.4413600000000001e-02	2.7079700000000002e-02	1000	3.0125599999999999e-02	8.3723400000000005e-06	10	false	smoothSolver	1.7602799999999998e-02	9.8312800000000005e-06	43	true	smoothSolver	2.2823699999999999e-02	9.8665600000000003e-06	36	true	GAMG	4.6980100000000002e-01	3.5820499999999998e-02	1	true
5.26                    	smoothSolver	6.0888900000000003e-02	2.8630699999999999e-02	1000	2.6445600000000000e-02	7.1460800000000004e-06	10	false	smoothSolver	1.8098500000000000e-02	9.5092099999999994e-06	44	true	smoothSolver	2.2820799999999999e-02	9.2870200000000007e-06	22	true	GAMG	1.5704199999999999e-01	1.0633999999999999e-02	1	true
5.265                   	smoothSolver	6.5866200000000000e-02	3.0571100000000000e-02	1000	2.2398000000000001e-02	6.7880000000000001e-06	10	false	smoothSolver	1.6048699999999999e-02	9.6494199999999992e-06	42	true	smoothSolver	2.2817500000000001e-02	9.9158900000000004e-06	39	true	GAMG	1.6991300000000001e-01	1.2248700000000000e-02	1	true
5.27                    	smoothSolver	7.5110600000000000e-02	2.9969200000000001e-02	1000	2.1852500000000000e-02	6.2148399999999996e-06	10	false	smoothSolver	1.6733200000000000e-02	9.4279699999999998e-06	43	true	smoothSolver	2.2814899999999999e-02	9.5345800000000005e-06	40	true	GAMG	1.7793800000000001e-01	1.0739300000000000e-02	1	true
5.275                   	smoothSolver	7.3869299999999999e-02	3.0758400000000002e-02	1000	2.2464499999999998e-02	6.6065700000000000e-06	10	false	smoothSolver	1.7743300000000000e-02	9.3801800000000007e-06	44	true	smoothSolver	2.2811300000000000e-02	9.5628499999999994e-06	22	true	GAMG	1.7259900000000000e-01	1.0610800000000000e-02	1	true
5.28                    	smoothSolver	6.3987400000000000e-02	3.1346600000000002e-02	1000	2.6373799999999999e-02	7.0701800000000000e-06	10	false	smoothSolver	1.8031300000000000e-02	9.5418599999999998e-06	44	true	smoothSolver	2.2808599999999998e-02	9.8174099999999992e-06	31	true	GAMG	6.5405100000000005e-01	4.9935800000000002e-02	1	true
5.285                   	smoothSolver	7.2145100000000004e-02	3.2357200000000003e-02	1000	2.1038899999999999e-02	7.0842200000000004e-06	10	false	smoothSolver	1.7257499999999999e-02	9.7537199999999992e-06	43	true	smoothSolver	2.2805599999999999e-02	9.5235499999999996e-06	32	true	GAMG	1.6882200000000000e-01	1.2085900000000000e-02	1	true
5.29                    	smoothSolver	7.5755900000000001e-02	3.2897700000000002e-02	1000	2.4568099999999999e-02	8.5526199999999998e-06	10	false	smoothSolver	1.8092600000000000e-02	9.5879000000000001e-06	44	true	smoothSolver	2.2802300000000001e-02	9.3747000000000002e-06	27	true	GAMG	1.7392099999999999e-01	1.1796299999999999e-02	1	true
5.295                   	smoothSolver	7.4027899999999994e-02	3.4458599999999999e-02	1000	2.4685400000000000e-02	9.4986499999999993e-06	10	false	smoothSolver	1.6243299999999999e-02	9.8258100000000007e-06	42	true	smoothSolver	2.2799300000000002e-02	9.7179400000000000e-06	28	true	GAMG	1.7923000000000000e-01	1.3876599999999999e-02	1	true
5.3                     	smoothSolver	7.7689200000000000e-02	3.5242099999999998e-02	1000	2.2625599999999999e-02	8.2256400000000008e-06	10	false	smoothSolver	1.6285399999999998e-02	9.8471400000000004e-06	42	true	smoothSolver	2.2796100000000000e-02	9.7088600000000001e-06	23	true	GAMG	1.9127100000000000e-01	1.3590700000000001e-02	1	true
5.305                   	smoothSolver	7.4713699999999994e-02	3.4857300000000001e-02	1000	2.0801900000000002e-02	7.4666699999999996e-06	10	false	smoothSolver	1.6691999999999999e-02	9.4684700000000005e-06	43	true	smoothSolver	2.2793200000000000e-02	9.4486900000000008e-06	32	true	GAMG	1.8026400000000001e-01	1.3738200000000001e-02	1	true
5.31                    	smoothSolver	8.3114900000000005e-02	3.6332499999999997e-02	1000	1.9085100000000001e-02	6.8467199999999997e-06	10	false	smoothSolver	1.7402700000000000e-02	9.8843499999999996e-06	43	true	smoothSolver	2.2789899999999998e-02	9.5829100000000000e-06	22	true	GAMG	1.7399200000000001e-01	1.1161400000000000e-02	1	true
5.315                   	smoothSolver	7.8824500000000006e-02	3.5246500000000000e-02	1000	2.0314499999999999e-02	6.1372600000000003e-06	10	false	smoothSolver	1.7719499999999999e-02	9.4355899999999992e-06	44	true	smoothSolver	2.2787399999999999e-02	9.6001199999999995e-06	39	true	GAMG	1.8729899999999999e-01	1.1969400000000000e-02	1	true
5.32                    	smoothSolver	8.1505099999999997e-02	3.6646600000000001e-02	1000	1.8985399999999999e-02	6.7150899999999996e-06	10	false	smoothSolver	1.8398600000000001e-02	9.7749199999999999e-06	44	true	smoothSolver	2.2784400000000000e-02	9.5384399999999994e-06	40	true	GAMG	1.7410999999999999e-01	1.1221500000000001e-02	1	true
5.325                   	smoothSolver	8.2330799999999996e-02	3.6654199999999998e-02	1000	1.7970099999999999e-02	6.9248600000000001e-06	10	false	smoothSolver	1.6476399999999999e-02	9.9885700000000008e-06	42	true	smoothSolver	2.2781400000000000e-02	9.8023900000000005e-06	22	true	GAMG	1.7529200000000000e-01	1.1556900000000000e-02	1	true
5.33                    	smoothSolver	8.1724800000000000e-02	3.7639699999999998e-02	1000	2.1531200000000000e-02	6.7849799999999997e-06	10	false	smoothSolver	1.7056700000000001e-02	9.6850300000000000e-06	43	true	smoothSolver	2.2778500000000000e-02	9.6261299999999996e-06	32	true	GAMG	1.9500000000000001e-01	1.3429399999999999e-02	1	true
5.335                   	smoothSolver	8.6016999999999996e-02	3.7418300000000002e-02	1000	1.9146699999999999e-02	7.6196200000000004e-06	10	false	smoothSolver	1.7622100000000002e-02	9.3807800000000003e-06	44	true	smoothSolver	2.2775900000000002e-02	9.9105200000000008e-06	25	true	GAMG	1.6520499999999999e-01	1.2918799999999999e-02	1	true
5.34                    	smoothSolver	8.6428500000000005e-02	3.9980900000000000e-02	1000	1.9335100000000001e-02	6.3059699999999999e-06	10	false	smoothSolver	1.7027299999999999e-02	9.6959600000000006e-06	43	true	smoothSolver	2.2772500000000001e-02	9.9463300000000004e-06	33	true	GAMG	1.7586599999999999e-01	1.1703200000000000e-02	1	true
5.345                   	smoothSolver	8.2922399999999993e-02	4.1095000000000000e-02	1000	2.3209500000000001e-02	8.8715699999999995e-06	10	false	smoothSolver	1.7001599999999999e-02	9.6643199999999997e-06	43	true	smoothSolver	2.2769899999999999e-02	9.9007699999999997e-06	38	true	GAMG	1.7831000000000000e-01	1.6025399999999999e-02	1	true
5.35                    	smoothSolver	8.8714399999999999e-02	4.2289100000000003e-02	1000	2.2785900000000001e-02	8.1128800000000002e-06	10	false	smoothSolver	1.7923200000000000e-02	9.5539800000000006e-06	44	true	smoothSolver	2.2766999999999999e-02	9.6834499999999996e-06	23	true	GAMG	1.8714300000000000e-01	1.5247699999999999e-02	1	true
5.355                   	smoothSolver	8.1876199999999996e-02	3.8517000000000003e-02	1000	2.3454900000000001e-02	5.9398500000000004e-06	10	false	smoothSolver	1.6243199999999999e-02	9.8362599999999999e-06	42	true	smoothSolver	2.2763900000000000e-02	9.5364700000000005e-06	29	true	GAMG	5.3995300000000002e-01	4.1373300000000002e-02	1	true
5.36                    	smoothSolver	7.9105400000000006e-02	3.3446799999999999e-02	1000	1.9722799999999999e-02	6.5862800000000002e-06	10	false	smoothSolver	1.6418700000000001e-02	9.9387099999999992e-06	42	true	smoothSolver	2.2761199999999999e-02	9.4368099999999999e-06	32	true	GAMG	1.7320199999999999e-01	1.1703600000000000e-02	1	true
